phone_threshold, name_threshold, address_threshold, training_data_precision, training_data_recall, test_data_precision, test_data_recall
1.0, 0.2, 0.0, 1.000, 1.000, 0.947, 0.955
1.0, 0.6, 0.3, 0.917, 1.000, 0.948, 0.812
1.0, 0.5, 0.0, 1.000, 1.000, 0.944, 0.902
1.0, 0.3, 0.0, 1.000, 1.000, 0.946, 0.946
0.2, 0.2, 0.1, 1.000, 1.000, 0.944, 0.902
1.0, 0.3, 0.0, 1.000, 0.909, 0.946, 0.946
0.2, 0.2, 0.4, 0.846, 1.000, 0.942, 0.875
1.0, 0.2, 1.0, 0.846, 1.000, 0.957, 0.795
1.0, 0.9, 0.2, 1.000, 1.000, 0.989, 0.768
0.0, 0.3, 0.2, 1.000, 1.000, 0.936, 0.911
1.0, 0.3, 0.9, 0.917, 1.000, 0.941, 0.857
1.0, 0.3, 0.5, 1.000, 1.000, 0.942, 0.866
1.0, 0.2, 0.0, 1.000, 0.909, 0.947, 0.955
0.2, 0.3, 1.0, 1.000, 1.000, 0.957, 0.786
1.0, 0.2, 0.5, 1.000, 1.000, 0.942, 0.875
0.1, 0.7, 0.7, 1.000, 1.000, 0.946, 0.777
1.0, 0.2, 0.0, 0.917, 1.000, 0.947, 0.955
0.2, 0.3, 0.0, 0.917, 1.000, 0.946, 0.946
0.2, 0.7, 0.4, 1.000, 1.000, 0.946, 0.786
1.0, 0.4, 0.7, 1.000, 1.000, 0.941, 0.848
1.0, 0.9, 0.1, 0.917, 1.000, 0.989, 0.786
1.0, 0.2, 0.0, 1.000, 1.000, 0.947, 0.955
0.2, 0.2, 0.9, 1.000, 1.000, 0.942, 0.866
1.0, 0.2, 1.0, 1.000, 1.000, 0.957, 0.795
1.0, 0.2, 0.8, 1.000, 1.000, 0.942, 0.866
0.1, 0.2, 1.0, 1.000, 1.000, 0.957, 0.795
0.1, 0.3, 1.0, 1.000, 1.000, 0.957, 0.786
0.2, 0.4, 0.0, 1.000, 1.000, 0.946, 0.938
0.1, 0.8, 0.0, 1.000, 1.000, 0.990, 0.857
1.0, 0.2, 0.8, 1.000, 1.000, 0.942, 0.866
0.0, 0.8, 0.3, 1.000, 1.000, 0.989, 0.830
0.1, 0.5, 0.0, 1.000, 1.000, 0.944, 0.902
1.0, 0.3, 0.4, 1.000, 1.000, 0.942, 0.866
0.0, 0.3, 0.1, 1.000, 1.000, 0.937, 0.929
0.1, 0.3, 0.0, 1.000, 1.000, 0.946, 0.946
1.0, 0.2, 0.0, 1.000, 1.000, 0.947, 0.955
1.0, 0.3, 0.4, 1.000, 1.000, 0.942, 0.866
0.0, 0.9, 0.4, 1.000, 1.000, 0.989, 0.786
1.0, 1.0, 0.1, 1.000, 1.000, 1.000, 0.696
1.0, 0.3, 0.9, 1.000, 1.000, 0.941, 0.857
0.0, 1.0, 1.0, 0.917, 1.000, 1.000, 0.652
1.0, 0.2, 0.3, 1.000, 1.000, 0.943, 0.884
0.2, 0.3, 0.7, 1.000, 1.000, 0.941, 0.857
1.0, 0.4, 0.0, 0.917, 1.000, 0.946, 0.938
0.2, 0.3, 0.1, 1.000, 1.000, 0.943, 0.893
1.0, 0.3, 0.1, 1.000, 1.000, 0.943, 0.893
0.0, 0.5, 0.4, 0.917, 1.000, 0.941, 0.857
0.2, 0.3, 0.4, 0.917, 1.000, 0.942, 0.866
0.1, 1.0, 0.1, 0.917, 1.000, 1.000, 0.696
1.0, 0.3, 0.1, 1.000, 1.000, 0.943, 0.893
0.0, 0.7, 0.1, 1.000, 1.000, 0.950, 0.848
1.0, 0.2, 0.3, 1.000, 1.000, 0.943, 0.884
1.0, 0.2, 0.0, 0.917, 1.000, 0.947, 0.955
1.0, 1.0, 0.1, 1.000, 1.000, 1.000, 0.696
1.0, 0.7, 0.4, 1.000, 0.909, 0.946, 0.786
1.0, 0.5, 0.0, 0.917, 1.000, 0.944, 0.902
1.0, 0.3, 0.4, 1.000, 1.000, 0.942, 0.866
1.0, 0.9, 0.0, 1.000, 1.000, 0.989, 0.830
0.0, 1.0, 0.0, 0.909, 0.909, 0.933, 0.750
0.2, 0.3, 0.0, 1.000, 1.000, 0.946, 0.946
0.2, 0.7, 0.4, 1.000, 1.000, 0.946, 0.786
1.0, 0.2, 0.0, 1.000, 0.909, 0.947, 0.955
1.0, 0.8, 0.1, 1.000, 0.818, 0.989, 0.812
0.2, 0.1, 0.8, 0.917, 1.000, 0.942, 0.875
1.0, 0.4, 0.2, 0.846, 1.000, 0.942, 0.866
1.0, 0.9, 0.3, 1.000, 1.000, 0.989, 0.768
1.0, 0.3, 0.3, 0.917, 1.000, 0.942, 0.875
0.0, 0.1, 0.1, 1.000, 1.000, 0.922, 0.946
0.0, 0.3, 0.4, 1.000, 1.000, 0.944, 0.902
1.0, 0.2, 0.0, 1.000, 1.000, 0.947, 0.955
1.0, 0.2, 0.0, 1.000, 1.000, 0.947, 0.955
0.2, 0.3, 0.0, 1.000, 1.000, 0.946, 0.946
1.0, 0.4, 1.0, 0.917, 1.000, 0.956, 0.777
0.2, 0.1, 0.0, 0.833, 0.909, 0.947, 0.964
1.0, 0.3, 0.5, 0.917, 1.000, 0.942, 0.866
1.0, 0.1, 0.7, 1.000, 1.000, 0.942, 0.875
0.1, 0.3, 0.9, 1.000, 1.000, 0.941, 0.857
0.2, 0.3, 0.5, 1.000, 1.000, 0.942, 0.866
1.0, 0.3, 0.0, 0.917, 1.000, 0.946, 0.946
1.0, 0.3, 0.2, 0.917, 1.000, 0.942, 0.875
0.2, 0.2, 0.0, 0.917, 1.000, 0.947, 0.955
1.0, 0.4, 0.9, 1.000, 1.000, 0.941, 0.848
1.0, 0.2, 1.0, 0.846, 1.000, 0.957, 0.795
0.2, 0.4, 0.1, 1.000, 1.000, 0.943, 0.884
0.0, 0.3, 1.0, 0.917, 1.000, 0.958, 0.812
1.0, 0.3, 0.1, 1.000, 1.000, 0.943, 0.893
1.0, 0.5, 0.0, 0.846, 1.000, 0.944, 0.902
0.2, 0.3, 0.0, 1.000, 1.000, 0.946, 0.946
0.2, 0.4, 0.0, 0.917, 1.000, 0.946, 0.938
0.2, 0.3, 0.4, 1.000, 1.000, 0.942, 0.866
0.0, 0.4, 0.3, 1.000, 1.000, 0.935, 0.902
1.0, 0.3, 0.0, 0.917, 1.000, 0.946, 0.946
1.0, 0.3, 0.0, 0.917, 1.000, 0.946, 0.946
1.0, 0.1, 0.5, 1.000, 1.000, 0.943, 0.884
1.0, 0.3, 0.5, 0.917, 1.000, 0.942, 0.866
1.0, 0.3, 0.0, 0.786, 1.000, 0.946, 0.946
0.0, 0.5, 0.7, 1.000, 1.000, 0.941, 0.848
